Date,tlref_close,tlref_ret,tlref_vol20,regime
2020-12-10,1213.79,0.0003984153716793948,0.0003383830710293234,DUSUK
2020-12-11,1215.3798,0.0013097817579645898,0.00034856977273876595,DUSUK
2020-12-14,1215.9022,0.0004298244877856128,0.00034792483131747346,DUSUK
2020-12-15,1216.4159,0.00042248463733352004,0.00034745258917865177,DUSUK
2020-12-16,1216.9172,0.00041211233756488497,0.00034724156951702016,DUSUK
2020-12-17,1217.4184,0.00041186039608942515,0.00034703437505462437,DUSUK
2020-12-18,1218.9396,0.0012495293319041423,0.0003489169601068553,DUSUK
2020-12-21,1219.4489,0.0004178221792123793,0.00034872990786577853,DUSUK
2020-12-22,1219.966,0.0004240440087319719,0.00034838594613187135,DUSUK
2020-12-23,1220.4786,0.00042017564423924014,0.00034812390426250026,DUSUK
2020-12-24,1221.0028,0.00042950363898230925,0.00034754341112766085,DUSUK
2020-12-25,1222.8015,0.0014731333949440373,0.00037086989209413144,DUSUK
2020-12-28,1223.3945,0.0004849519729899221,0.00036986615260230926,DUSUK
2020-12-29,1223.9834,0.00048136557749756115,0.0003689468695646237,DUSUK
2020-12-30,1224.5638,0.00047418943753640974,0.00036812398925931817,DUSUK
2020-12-31,1226.9749,0.001968946003466643,0.0004744191276992873,DUSUK
2021-01-04,1227.5593,0.00047629336182830606,0.00045801684880074226,DUSUK
2021-01-05,1228.1239,0.00045993704744051733,0.0004571412967379863,DUSUK
2021-01-06,1228.6865,0.0004580971024177316,0.00045609442346021886,DUSUK
2021-01-07,1229.2509,0.0004593523246165798,0.0004542790276761256,DUSUK
2021-01-08,1231.0174,0.0014370540627628436,0.0004821453785370845,DUSUK
2021-01-11,1231.5969,0.0004707488293829165,0.0004628726928046917,DUSUK
2021-01-12,1232.1761,0.00047028374300062126,0.00046188700971941957,DUSUK
2021-01-13,1232.7479,0.0004640570450928916,0.0004608300694579033,DUSUK
2021-01-14,1233.3158,0.00046067813216321696,0.00045954147484491084,DUSUK
2021-01-15,1235.0107,0.0013742627800599205,0.0004810184235239433,DUSUK
2021-01-18,1235.5768,0.0004583765954415675,0.0004673181876568743,DUSUK
2021-01-19,1236.1454,0.0004601899291085676,0.0004661705466412249,DUSUK
2021-01-20,1236.7127,0.000458926595528375,0.00046522569834056646,DUSUK
2021-01-21,1237.2911,0.0004676914856618364,0.00046393765629861294,DUSUK
2021-01-22,1239.0469,0.001419067832945764,0.0004874921737391487,YUKSEK
2021-01-25,1239.6305,0.0004710071910918323,0.000458126492591326,DUSUK
2021-01-26,1240.207,0.0004650579346023864,0.0004586022531561671,DUSUK
2021-01-27,1240.782,0.00046363228074008944,0.0004590291072668907,DUSUK
2021-01-28,1241.3596,0.0004655128781687612,0.00045923979054933293,DUSUK
2021-01-29,1243.0922,0.0013957277166101179,0.0003868394323588814,DUSUK
2021-02-01,1243.6828,0.0004751055472795862,0.0003868680470971226,DUSUK
